"A1","A2","A3","B1","B2","B3"
0.940887532895431,0.431101689580828,0.430273542879149,0.733881582738832,0.31068496289663,0.0463310705963522
0.448589169187471,0.155384113546461,0.68262730864808,0.271059996681288,0.387939502019435,0.538679914083332
0.568309051217511,0.654863317497075,0.642885091016069,0.824015096295625,0.255337419454008,0.795045269886032
0.00278064096346498,0.125638943398371,0.5091515944805,0.360276549123228,0.0856259055435658,0.641889763064682
0.856759591726586,0.24778646370396,0.299945655511692,0.853873539483175,0.598366194171831,0.61013773875311
0.832157196011394,0.265586372697726,0.399857675656676,0.676832888508216,0.53241128474474,0.641970118507743
0.124243569560349,0.199981693178415,0.116535506676883,0.00386607390828431,0.473667617654428,0.307941431179643
0.421162598533556,0.0921383441891521,0.717101358342916,0.107007071608678,0.417784574441612,0.646369755268097
0.181123371701688,0.984010101296008,0.838306317804381,0.805945388274267,0.383465826511383,0.285601145355031
0.993733214680105,0.450946498662233,0.815413393080235,0.904900084016845,0.582104087108746,0.873023043386638
0.837098329560831,0.0813919312786311,0.573094738647342,0.809956503799185,0.323973781429231,0.330917834071442
0.797189228702337,0.919520157156512,0.27048316388391,0.467685657786205,0.749594103777781,0.754832950187847
0.174709226936102,0.130513368640095,0.824340727180243,0.144281014567241,0.0822070678696036,0.858450010884553
0.919962816406041,0.00109147513285279,0.537361541297287,0.183596679475158,0.162925119511783,0.114261046750471
0.0105839967727661,0.0397912506014109,0.680310956668109,0.0240196178201586,0.489439644385129,0.917860661400482
0.482861895812675,0.470042309025303,0.544953811913729,0.795585501007736,0.885571338934824,0.293812509160489
0.68170028552413,0.616563766729087,0.25675008376129,0.191311917966232,0.154956341953948,0.350415728287771
0.682630770839751,0.715348550351337,0.769630315015092,0.359356747940183,0.748329086694866,0.562979052308947
0.612959740916267,0.98326244787313,0.0701614613644779,0.784795723389834,0.742717812536284,0.531085334718227
0.529494588263333,0.77672600094229,0.253410249948502,0.533268191851676,0.685164488852024,0.915217328350991
0.367688274011016,0.595159271964803,0.865994213847443,0.113705752650276,0.683351722545922,0.59508766210638
0.481633278308436,0.155592911178246,0.159490182762966,0.289525136584416,0.131578256608918,0.687103399075568
0.876894265413284,0.280899964971468,0.862386828754097,0.764202608028427,0.0167147086467594,0.329812499461696
0.996282945619896,0.845753969624639,0.0897805604618043,0.208354245871305,0.223524110624567,0.135211926652119
0.233715174021199,0.242867654655129,0.706180760869756,0.626829821849242,0.31314553017728,0.72247574897483
0.422404183074832,0.86446142476052,0.864239054499194,0.697189869591966,0.188384674489498,0.184370362432674
0.4262974713929,0.680531013291329,0.860332253621891,0.241050246404484,0.836754684802145,0.626853374065831
0.103281257906929,0.798645609989762,0.157788516255096,0.454029045067728,0.281280339229852,0.102299488149583
0.231922253733501,0.165015822509304,0.494494166690856,0.0149373929016292,0.624333391431719,0.413488420424983
0.891107397386804,0.494718902511522,0.670255278237164,0.0325678521767259,0.778283708496019,0.445739180082455
0.920814865501598,0.203050049953163,0.685631245840341,0.895700818859041,0.226199561031535,0.487734688911587
0.728573350002989,0.790321494918317,0.518502997700125,0.70042933919467,0.789517748402432,0.678053318755701
0.415988954016939,0.876030608778819,0.247204313287511,0.921817705733702,0.0540620945394039,0.166259832913056
0.497538675786927,0.452549799345434,0.366762920748442,0.798948265146464,0.434917713049799,0.933638278860599
0.474799283780158,0.473634390393272,0.222387746442109,0.776516191428527,0.459738849429414,0.369750945363194
0.388978122733533,0.485018600942567,0.697148088831455,0.288051497191191,0.499761981191114,0.088758337777108
0.719336201436818,0.251777784666047,0.143205275060609,0.861143846530467,0.474788124440238,0.480907480698079
0.4973034276627,0.906518357340246,0.960475834319368,0.507133478997275,0.439951538573951,0.253296716371551
0.730780004523695,0.801760200411081,0.00967057421803474,0.958832969190553,0.813449083827436,0.827459870139137
0.728952963836491,0.430928107118234,0.975080567644909,0.204407070530578,0.60316408611834,0.909862042404711
0.0750571740791202,0.718791038030759,0.866801281226799,0.341251281322911,0.936311456374824,0.606455688830465
0.709120493149385,0.302753847558051,0.33938929066062,0.976453145267442,0.0111761374864727,0.545313308015466
0.0197259958367795,0.851895395666361,0.24841758236289,0.573290467495099,0.477836139267311,0.978949226438999
0.970568842021748,0.243806190090254,0.971829674206674,0.474845227552578,0.302162144798785,0.115822227438912
0.128515419084579,0.26553930924274,0.619027975248173,0.553671022178605,0.620561187388375,0.859550573164597
0.148411866277456,0.323580077150837,0.490761725464836,0.840464607579634,0.44850874110125,0.316760749788955
0.65641361894086,0.0982521260157228,0.0520257863681763,0.601991070667282,0.6073847503867,0.441687781596556
0.658397893188521,0.223565997555852,0.086488587083295,0.0749036581255496,0.301234988961369,0.243536246707663
0.150135495932773,0.464054582640529,0.0592153200414032,0.203644909663126,0.631997679360211,0.65704104420729
0.397097406676039,0.773204818367958,0.0946916253305972,0.664100669091567,0.176704139448702,0.519328669412062
0.597722505219281,0.246412319596857,0.921964562730864,0.279006381286308,0.457539882976562,0.0694035300984979
0.520971111487597,0.997126349713653,0.755573231959715,0.203020793152973,0.253975672181696,0.777734741568565
0.566789358155802,0.259378011804074,0.407250283751637,0.30176909873262,0.691180085996166,0.281614592764527
0.289928036276251,0.899917914997786,0.226928951451555,0.941473393701017,0.648420688929036,0.759615482762456
0.170414602849633,0.670869465218857,0.926902419188991,0.248334759147838,0.137102280510589,0.49217588827014
0.810794751392677,0.353748550871387,0.761645539663732,0.566899977158755,0.458811927586794,0.149432090576738
0.0355690186843276,0.180297524202615,0.868490928784013,0.4600876995828,0.763696280308068,0.486358908936381
0.688987693283707,0.502869962016121,0.32481892965734,0.194418986327946,0.864132027607411,0.352603763109073
0.733980029821396,0.511756199644879,0.839261026354507,0.299183606402948,0.615703061688691,0.772870626067743
0.262982809450477,0.590587304206565,0.146424876293167,0.194418389583007,0.942524551646784,0.864844349445775
0.293564484687522,0.766697955084965,0.783517613075674,0.536678073694929,0.373783758841455,0.23441595165059
0.14602022850886,0.9587260868866,0.5951868891716,0.943741666385904,0.872869772138074,0.204351919936016
0.373199698515236,0.267974427901208,0.078191096894443,0.594181411201134,0.190990156959742,0.797891246853396
0.862543006660417,0.303038893966004,0.951281685382128,0.467930586542934,0.214061636244878,0.728600391652435
0.0323785340879112,0.431380294030532,0.771387991029769,0.192858001682907,0.501375571126118,0.620447429595515
0.966500805458054,0.734692360274494,0.266871534986421,0.168199208797887,0.769038761267439,0.862288034055382
0.0470591778866947,0.65205304720439,0.850547156762332,0.549936960916966,0.0575940350536257,0.603222894715145
0.90992479189299,0.879343141568825,0.885818421375006,0.786991974338889,0.698915525805205,0.651716088177636
0.311907405266538,0.624531808076426,0.54669999005273,0.652896626619622,0.834451268194243,0.113464377122
0.991510225925595,0.580568129429594,0.910035468637943,0.193710985360667,0.496166846947744,0.509615602437407
0.298575902590528,0.352082267170772,0.603881219169125,0.413149973377585,0.439539613435045,0.739311637356877
0.574676069431007,0.131111642811447,0.367539053317159,0.349643274443224,0.95230290456675,0.45377810113132
0.638348907930776,0.701680485857651,0.0947910826653242,0.369188627228141,0.845833006780595,0.669632755219936
0.598710785154253,0.963584900368005,0.563940366264433,0.430789957754314,0.264344457536936,0.0218982079531997
0.72478458005935,0.303039360791445,0.19286710745655,0.276341577060521,0.976351846009493,0.816061017103493
0.410820332122967,0.644467696780339,0.0527607987169176,0.121850066818297,0.375078283948824,0.00463789026252925
0.00285580777563155,0.617362331133336,0.507369278930128,0.714069893583655,0.356750255450606,0.964531856123358
0.222301169997081,0.511598336743191,0.84854792826809,0.401615529553965,0.427175686694682,0.122996247140691
0.463151257252321,0.401157267158851,0.483077981509268,0.0358764166012406,0.159415037604049,0.259272576542571
0.978664946043864,0.287147690774873,0.273880737368017,0.0664812463801354,0.208543537184596,0.198909075930715
0.900838552508503,0.200367107987404,0.772622382966802,0.21680430485867,0.651943942764774,0.412650415673852
0.64903007238172,0.264489071909338,0.237592362100258,0.412514455383644,0.193798465887085,0.808167624054477
0.875722169643268,0.124513719929382,0.623867092188448,0.742714449297637,0.581904710037634,0.187493863515556
0.415318254381418,0.150417700875551,0.701544764684513,0.130098626483232,0.393322467571124,0.336299924412742
0.673631478799507,0.0465158126316965,0.117063622456044,0.605280296411365,0.36818293039687,0.0820853458717465
0.321210771100596,0.551630312344059,0.336227913154289,0.325070385821164,0.124294375069439,0.960767257958651
0.304376224754378,0.830478557152674,0.41069337236695,0.864792472915724,0.708542217733338,0.155958759132773
0.150429842295125,0.907484001712874,0.0757928823586553,0.370812764624134,0.640493830665946,0.82844864577055
0.0765536553226411,0.798564498312771,0.942738143727183,0.253763755317777,0.361780071165413,0.425778190139681
0.900428591994569,0.826314593898132,0.613268393324688,0.131360450992361,0.515578407561406,0.0165790643077344
0.0727324450854212,0.197562993271276,0.650372237665579,0.897004636703059,0.480808950960636,0.34459291677922
0.466449399944395,0.466172500746325,0.600584523985162,0.333080530632287,0.0163854225538671,0.243473064387217
0.074859619140625,0.129000611137599,0.406950792297721,0.532137178815901,0.262592843733728,0.371865201508626
0.923032162711024,0.950047440594062,0.553035183344036,0.7408305357676,0.153359981253743,0.443136917892843
0.877043335000053,0.166975057218224,0.685409331461415,0.255102328956127,0.227957878727466,0.580474982969463
0.914647466735914,0.0301346133928746,0.691814422374591,0.251573666930199,0.78722176910378,0.332415736513212
0.593669205205515,0.0990381324663758,0.653946225298569,0.354575337376446,0.36463342118077,0.859762241598219
0.128622241318226,0.97494316031225,0.971803022548556,0.751137773273513,0.18815102102235,0.0374758339021355
0.464906924404204,0.740377850132063,0.184698308352381,0.633130940841511,0.0910277026705444,0.504379494814202
0.927063595503569,0.959191239904612,0.109483065549284,0.968151578679681,0.271253316896036,0.567502411082387
